4/10/25 12:24,elephant,0.863982379,55,28,420,417
4/10/25 12:24,elephant,0.898133814,47,39,452,427
4/10/25 12:24,elephant,0.583980858,127,74,177,240
4/10/25 12:24,elephant,0.869547546,87,43,269,346
4/10/25 12:24,dog,0.772696793,99,64,267,343
4/10/25 12:25,elephant,0.774264693,151,-9,246,267
4/10/25 12:25,elephant,0.961285532,47,14,362,434
4/10/25 12:26,cat,0.997395039,47,190,186,189
4/10/25 12:26,cat,0.955432951,100,216,172,147
4/10/25 12:26,dog,0.957621336,123,190,111,1592025-04-10T13:42:52.830436,dog,0.9853587746620178,276,47,122,192
2025-04-10T13:47:57.510491,dog,0.9956459999084473,343,86,158,217
2025-04-10T13:52:12.270437,horse,0.5385356545448303,346,147,80,120
2025-04-10T13:52:41.936166,dog,0.7669737935066223,204,61,244,268
2025-04-10T13:52:49.713877,dog,0.7102536559104919,89,51,196,219
2025-04-10T13:52:54.010532,elephant,0.6715335249900818,51,-5,312,295
2025-04-10T13:52:58.405406,dog,0.7970237731933594,163,72,203,230
2025-04-10T13:53:03.819602,dog,0.5542258024215698,156,48,209,253
2025-04-10T13:53:17.154335,elephant,0.8386840224266052,66,-3,213,252
2025-04-10T13:53:21.702475,dog,0.8100978136062622,146,100,215,214
2025-04-10T13:54:52.743203,elephant,0.8275594711303711,47,97,354,379
2025-04-10T13:55:48.560145,zebra,0.5718419551849365,147,75,232,404
2025-04-10T13:57:19.197595,cat,0.7010248303413391,357,114,213,256
2025-04-10T13:57:48.309494,cat,0.8638840913772583,220,76,125,153
2025-04-10T13:58:17.882213,cat,0.878539502620697,230,52,195,212
2025-04-10T13:58:43.049471,cat,0.9353508949279785,280,47,165,162
2025-04-10T13:59:21.565362,cat,0.8182775974273682,249,166,121,132
2025-04-10T14:04:03.153367,dog,0.794844388961792,171,220,189,184
2025-04-10T14:05:32.608610,dog,0.8343502283096313,190,185,244,284
2025-04-11T10:30:06.619802,zebra,0.9960266351699829,139,12,278,234
2025-04-11T10:30:28.236284,zebra,0.8906115293502808,58,276,259,207
2025-04-11T10:30:46.457833,zebra,0.8131839036941528,27,104,295,246
2025-04-11T10:30:58.212974,zebra,0.6814987659454346,25,168,293,266
2025-04-11T10:31:12.204240,zebra,0.9300363063812256,23,150,309,273
2025-04-11T10:32:42.040799,dog,0.5419777631759644,334,59,280,287
2025-04-11T10:32:50.438141,dog,0.6981543898582458,411,7,226,235
2025-04-11T10:33:05.627781,dog,0.6421219110488892,223,131,411,353
